User_ID,Product_ID,Category,Price,Wishlist_Count,Return_History,Days_to_Return,Product_Rating,Return_Status
2671,P802,Beauty,4596,14,1,26,3.7,0
5861,P213,Beauty,2060,37,0,10,2.6,0
3805,P923,Sports,1137,4,0,3,3.8,0
2039,P128,Home,1011,25,0,22,3.2,0
8080,P443,Fashion,3286,33,1,1,3.0,1
3515,P313,Fashion,2118,35,1,23,2.7,1
7142,P151,Electronics,4866,44,1,21,4.4,1
6729,P704,Fashion,2285,19,1,16,1.6,0
2493,P283,Sports,2879,1,0,-1,1.6,0
6716,P612,Fashion,455,8,0,19,1.7,0
3375,P929,Beauty,3864,17,1,27,1.4,1
2922,P912,Fashion,2317,43,0,22,3.3,0
4501,P510,Electronics,3498,0,1,19,4.5,0
5961,P759,Home,3662,46,1,18,2.3,1
7278,P274,Sports,434,40,0,21,4.8,0
2015,P586,Electronics,4277,10,1,15,3.4,1
9779,P215,Home,4483,3,0,4,1.8,0
3317,P541,Electronics,1019,1,0,1,4.0,0
5141,P520,Sports,4533,10,1,12,2.5,0
3277,P495,Home,2263,2,0,17,3.5,0
8741,P159,Fashion,3999,41,1,7,3.3,1
3718,P679,Home,2263,15,1,6,3.4,0
3075,P752,Beauty,2960,41,0,24,2.7,1
5683,P961,Electronics,2483,40,0,20,2.5,0
2876,P405,Home,2783,1,1,14,1.3,0
2517,P283,Electronics,280,33,0,20,1.1,1
6284,P851,Sports,1585,14,0,15,3.2,0
5702,P993,Fashion,4204,9,1,11,4.8,0
7696,P427,Beauty,2567,18,1,0,3.9,1
2082,P108,Fashion,1177,25,1,26,3.2,0
1913,P835,Electronics,3481,16,0,21,2.3,1
9054,P577,Beauty,2560,6,1,27,4.0,1
8008,P818,Fashion,217,15,0,2,3.7,0
1549,P803,Beauty,3876,8,0,8,3.0,0
9122,P309,Electronics,1281,42,1,3,3.4,1
1298,P360,Home,609,30,1,11,2.0,1
3129,P520,Sports,1609,29,1,24,1.7,1
4508,P606,Beauty,447,15,1,6,4.6,1
1769,P287,Electronics,1908,33,0,4,1.2,0
1012,P244,Sports,1970,43,1,8,2.3,0
3532,P204,Fashion,2554,35,0,20,2.7,0
9066,P201,Home,2726,41,0,21,2.8,0
6542,P720,Sports,2671,39,1,29,1.3,1
5343,P128,Fashion,3226,22,0,25,1.5,1
9363,P635,Fashion,1338,5,1,4,2.7,1
8884,P669,Sports,3050,34,1,17,1.9,1
9477,P193,Home,4433,29,1,26,2.5,0
6849,P424,Sports,3554,22,0,19,4.1,0
3133,P159,Home,1437,38,1,16,3.1,1
4154,P163,Home,936,47,1,11,1.4,0
1129,P289,Sports,3430,18,1,3,4.4,1
6627,P983,Beauty,3512,49,0,17,1.6,1
8228,P770,Sports,4257,48,0,21,4.3,1
4341,P189,Fashion,530,18,0,11,3.9,0
7186,P897,Home,3180,45,1,17,4.1,1
8095,P515,Beauty,1288,24,1,14,1.5,1
4927,P450,Sports,4009,10,0,0,1.6,0
1915,P442,Electronics,2946,37,0,25,1.6,0
2532,P991,Electronics,3560,12,0,7,4.1,0
7919,P551,Fashion,1374,39,1,26,2.6,0
6257,P103,Beauty,2803,39,1,8,3.7,1
4083,P944,Beauty,1990,13,1,6,3.1,1
8454,P628,Beauty,1894,15,1,0,1.9,0
1300,P554,Home,2120,13,0,23,2.1,1
7524,P742,Fashion,2256,48,1,14,2.7,0
5976,P309,Home,4223,11,1,28,3.0,0
7259,P636,Electronics,4107,49,0,7,1.9,1
3765,P545,Home,3176,2,1,11,2.5,0
8951,P627,Fashion,2972,13,0,17,3.8,1
6286,P835,Electronics,4004,15,0,20,4.0,0
2165,P576,Sports,3836,39,1,21,2.2,0
7990,P890,Sports,749,19,0,-1,1.1,1
2779,P756,Beauty,1954,47,1,23,2.8,1
1356,P549,Fashion,2096,48,1,12,3.6,1
6835,P226,Sports,2427,11,0,-1,4.0,1
8712,P162,Sports,4069,24,0,23,4.5,0
9466,P761,Electronics,4572,35,1,29,2.7,0
9669,P746,Sports,2421,11,1,7,4.2,1
4436,P416,Electronics,4899,2,1,6,1.4,1
7773,P542,Home,332,24,0,6,4.8,1
2526,P303,Beauty,1060,4,1,5,5.0,1
8682,P521,Home,3241,48,1,6,2.8,1
5401,P824,Sports,1777,38,0,11,1.6,0
4087,P311,Sports,1967,5,1,29,2.7,0
8676,P512,Sports,4693,10,1,13,2.1,0
9652,P103,Sports,783,31,1,7,4.3,0
3900,P969,Beauty,3521,20,1,26,2.1,0
2615,P683,Home,3601,21,0,11,2.5,0
2012,P360,Beauty,1973,47,1,14,4.3,0
6097,P861,Sports,2738,12,0,25,3.5,0
9668,P900,Beauty,4846,36,0,5,1.6,0
9911,P187,Fashion,2887,40,1,3,4.0,1
4912,P815,Home,1823,13,0,5,3.4,1
8787,P280,Home,1509,35,1,13,3.2,1
6464,P563,Beauty,2670,2,0,23,1.6,0
2214,P961,Sports,1537,31,1,21,2.5,0
1343,P502,Sports,1314,6,0,4,4.2,1
3657,P231,Electronics,4668,23,0,29,4.7,0
1351,P455,Fashion,1268,36,1,6,3.4,0
4312,P219,Beauty,4041,34,1,11,5.0,1
1360,P464,Beauty,3753,44,0,29,3.2,0
5468,P407,Beauty,3509,29,1,25,1.8,0
2109,P987,Sports,1359,18,0,9,2.1,1
4004,P139,Home,375,10,0,25,1.6,0
9983,P977,Sports,2818,25,1,11,1.4,1
8130,P891,Beauty,3600,35,0,16,4.5,0
5669,P436,Beauty,4330,16,1,0,2.3,1
3717,P754,Electronics,3374,17,0,9,3.2,0
6996,P108,Fashion,1415,33,1,15,1.3,1
1066,P311,Beauty,2848,19,0,18,3.4,1
3726,P257,Home,2622,30,0,6,5.0,0
9003,P673,Home,2582,29,1,11,4.4,0
1075,P934,Beauty,4761,48,0,8,2.9,0
5447,P934,Home,3602,16,0,12,3.3,0
8311,P499,Home,4481,28,1,2,1.5,1
9428,P797,Home,2765,31,0,16,1.2,0
9575,P864,Sports,4267,14,0,15,3.1,0
2876,P378,Sports,4615,26,0,1,3.2,0
3404,P974,Fashion,2125,28,0,6,3.0,1
5897,P183,Sports,1078,10,0,15,4.0,0
5545,P202,Fashion,4767,35,1,14,4.3,1
7145,P585,Electronics,3400,40,0,6,1.2,1
2049,P134,Sports,1763,34,1,21,3.6,0
4216,P554,Sports,4070,16,0,23,3.3,0
1763,P116,Fashion,1277,37,0,2,2.6,1
7094,P317,Sports,417,8,1,14,4.2,1
9969,P601,Electronics,3803,33,1,5,3.1,0
8110,P576,Electronics,3541,37,1,-1,1.1,0
7284,P614,Beauty,139,21,1,10,3.9,1
4494,P922,Electronics,632,46,0,4,4.1,0
4742,P762,Home,732,0,0,1,1.2,0
9009,P594,Electronics,3582,39,0,1,3.2,0
6689,P594,Electronics,2770,38,0,8,3.9,0
5203,P635,Sports,4232,46,0,4,1.8,1
7578,P322,Electronics,1899,47,0,13,2.2,0
9459,P149,Beauty,438,28,1,16,2.3,0
3151,P810,Sports,4641,34,0,10,1.0,1
1084,P165,Electronics,365,29,0,18,2.0,0
8432,P129,Home,505,34,0,26,3.1,0
6334,P109,Sports,1694,37,0,29,1.2,0
1964,P363,Electronics,4077,11,0,26,4.2,0
1149,P551,Electronics,3419,3,0,2,4.5,1
7988,P922,Sports,1780,14,1,4,4.6,0
3823,P344,Electronics,1345,32,1,12,1.0,1
2970,P121,Beauty,1369,37,1,23,2.7,0
2418,P186,Fashion,1349,31,1,27,1.2,0
8035,P632,Fashion,3262,17,0,1,3.0,0
7335,P834,Fashion,1696,6,1,0,4.1,0
6282,P143,Sports,211,6,1,9,2.9,0
5316,P435,Fashion,1077,31,0,10,2.0,0
8520,P305,Home,2192,2,1,22,2.7,0
5041,P274,Sports,4286,11,1,24,1.6,0
2090,P976,Fashion,4013,10,0,5,3.7,1
4663,P857,Sports,3190,48,1,11,4.0,0
8184,P593,Beauty,4477,4,0,4,4.8,1
5200,P311,Home,3864,14,1,19,4.5,1
2562,P897,Fashion,2038,1,1,17,2.7,0
4093,P944,Fashion,823,11,1,2,3.7,1
6554,P325,Home,2883,26,1,19,3.2,1
1737,P915,Beauty,2727,19,0,16,3.3,0
1023,P619,Home,4082,34,1,13,1.1,1
5802,P372,Electronics,2770,10,1,8,3.4,0
7044,P230,Beauty,4586,44,1,17,5.0,1
1028,P648,Sports,4936,41,1,8,4.9,0
8434,P927,Beauty,1318,44,0,26,4.2,0
4290,P732,Sports,4875,47,1,17,4.6,0
9670,P615,Home,4875,11,1,3,2.0,0
1361,P336,Fashion,4114,14,1,14,3.7,1
1326,P867,Beauty,806,45,1,10,3.1,0
4225,P657,Electronics,877,2,1,5,3.9,0
9094,P374,Fashion,3589,7,0,10,1.6,0
2734,P202,Home,3438,8,1,4,3.7,1
4425,P631,Electronics,4562,19,1,12,3.8,1
8062,P333,Home,2834,10,1,16,2.5,1
9564,P807,Sports,2134,13,0,27,2.8,1
8000,P321,Sports,607,14,0,24,4.5,0
1303,P574,Beauty,1081,42,1,7,1.6,1
7915,P588,Beauty,3426,47,0,0,3.9,0
8150,P413,Fashion,279,12,0,0,4.4,0
7714,P578,Sports,4138,36,0,27,1.4,0
6847,P992,Electronics,1576,29,0,20,3.0,0
4783,P219,Beauty,466,10,1,28,2.4,0
3344,P223,Electronics,3595,34,1,15,3.2,0
4973,P455,Electronics,874,20,1,21,3.5,0
1318,P946,Beauty,3785,0,0,27,3.7,0
7199,P176,Sports,1245,8,1,9,2.4,1
9186,P935,Sports,132,20,1,20,4.8,0
1915,P907,Electronics,2590,2,1,5,3.7,0
1288,P109,Sports,2428,5,0,29,3.5,1
5933,P380,Home,886,15,0,16,2.4,0
1495,P513,Home,488,48,0,29,3.5,1
8732,P500,Beauty,3530,47,0,21,3.1,0
7460,P132,Beauty,273,9,1,15,1.2,1
6834,P609,Fashion,3250,35,0,6,1.4,1
9342,P745,Sports,3448,13,1,17,3.2,1
9640,P415,Beauty,3710,25,1,26,4.8,1
4155,P241,Fashion,2338,26,0,19,1.3,1
6424,P116,Beauty,4076,7,0,4,3.6,0
7866,P305,Beauty,1342,18,0,20,3.2,0
4575,P272,Electronics,365,46,0,9,1.4,0
2381,P213,Home,2318,41,1,8,1.3,0
5213,P174,Home,427,37,0,29,1.8,1
1130,P854,Beauty,3979,18,1,26,3.1,1
2915,P464,Fashion,337,41,1,20,3.7,0
2166,P843,Electronics,3496,42,1,19,3.5,0
9157,P901,Electronics,4601,21,0,16,1.1,1
2447,P739,Beauty,3871,35,0,2,2.1,0
9823,P350,Fashion,2327,18,0,26,1.9,0
3915,P654,Beauty,1230,10,1,0,4.4,1
6377,P849,Beauty,111,6,1,13,2.2,1
5001,P985,Electronics,2970,38,0,27,3.1,1
2239,P115,Home,797,47,0,28,1.2,1
8170,P238,Sports,4322,10,1,3,4.3,0
4281,P946,Fashion,3909,36,0,17,1.8,0
8881,P922,Sports,1566,30,0,27,1.8,1
5047,P414,Beauty,3216,7,1,-1,3.0,0
9988,P995,Sports,1595,30,0,10,4.1,1
6036,P407,Beauty,239,16,0,21,3.9,1
7465,P169,Sports,4783,48,1,19,2.3,0
4451,P318,Fashion,1520,31,0,28,3.5,0
8940,P607,Sports,693,44,1,21,3.7,0
9211,P177,Sports,3613,31,0,11,2.5,1
4981,P479,Home,4486,21,1,14,3.7,0
7389,P384,Electronics,3339,36,1,25,1.9,1
3882,P341,Electronics,2483,38,0,9,4.8,1
8318,P905,Electronics,3821,7,1,26,4.5,0
4811,P655,Fashion,4330,7,1,4,4.4,0
1819,P888,Fashion,1981,19,1,22,3.9,0
7384,P806,Home,462,17,1,2,3.7,0
2266,P323,Home,3825,24,0,21,2.5,0
9645,P763,Fashion,3618,9,1,19,3.0,1
7424,P756,Beauty,2259,13,0,12,1.3,0
9259,P371,Sports,4065,11,0,25,1.8,1
1883,P683,Beauty,2057,29,1,2,3.7,1
9352,P195,Electronics,2061,19,0,5,2.0,1
4906,P408,Sports,2787,33,1,28,1.8,0
6283,P527,Sports,3594,25,0,12,4.7,1
6698,P756,Beauty,1346,14,1,15,3.0,1
3667,P240,Sports,4563,13,0,23,2.7,0
7659,P365,Electronics,2551,46,1,7,4.3,0
9148,P544,Fashion,4316,10,1,5,1.0,0
6536,P110,Sports,675,39,1,8,1.3,1
5463,P704,Electronics,4503,25,0,21,3.8,1
5403,P945,Fashion,2273,9,0,23,4.0,0
7664,P501,Electronics,3281,31,0,2,3.2,1
7721,P845,Fashion,4648,9,1,18,1.3,0
3333,P287,Sports,3431,20,0,22,4.3,1
3987,P517,Home,1067,15,0,1,1.7,1
8862,P462,Fashion,1757,34,1,10,1.7,1
4973,P962,Sports,3235,39,0,21,1.6,0
1759,P543,Home,2046,4,0,14,2.5,1
6258,P474,Home,1482,27,1,22,3.6,1
5227,P580,Fashion,4793,15,0,9,3.2,1
5203,P360,Electronics,1078,9,0,2,4.8,0
4373,P441,Beauty,1663,41,0,24,2.0,0
7844,P513,Fashion,2475,18,0,6,4.9,1
1012,P761,Electronics,4793,43,1,24,2.5,0
1785,P335,Sports,3730,5,0,18,4.3,1
8108,P673,Beauty,1715,23,1,24,3.8,0
1544,P692,Electronics,4266,35,0,25,1.5,0
3699,P475,Home,1109,41,0,0,2.2,1
3812,P522,Beauty,2278,36,1,2,4.1,0
2743,P799,Electronics,3216,48,0,14,4.9,1
8021,P157,Home,352,26,0,3,2.4,1
6298,P724,Home,4044,15,0,18,3.0,1
6906,P971,Home,3364,35,1,6,3.4,1
9784,P459,Home,722,26,1,27,2.2,1
3139,P415,Home,1997,2,1,20,1.5,0
4171,P502,Fashion,2061,33,0,11,3.2,1
5791,P806,Fashion,2462,18,1,12,2.0,1
9673,P378,Fashion,1724,31,1,14,2.3,0
3684,P424,Fashion,2555,3,1,-1,2.0,0
2848,P193,Home,4733,14,1,9,4.7,1
7733,P677,Beauty,1972,29,1,14,3.9,1
2008,P304,Sports,1354,3,1,12,4.1,1
9932,P918,Fashion,2264,6,0,20,2.2,1
5121,P845,Beauty,823,49,1,-1,3.8,0
5119,P124,Home,4521,21,0,20,3.2,1
1316,P667,Beauty,1377,48,1,25,2.5,0
9455,P447,Sports,3142,30,0,8,4.7,0
5526,P307,Sports,3474,30,1,16,1.5,1
3372,P295,Home,4896,41,1,7,2.5,1
8886,P104,Electronics,1296,49,0,21,3.8,1
9308,P303,Beauty,2152,23,0,4,2.0,1
6007,P657,Beauty,442,22,1,3,2.5,1
7891,P625,Fashion,4948,19,0,20,1.8,0
2948,P266,Home,3241,47,1,28,3.1,0
5650,P458,Sports,3042,3,1,9,3.1,0
4773,P497,Beauty,2516,48,0,10,3.3,0
6625,P373,Sports,1427,30,1,15,4.0,0
2013,P894,Fashion,4857,16,0,28,2.0,0
3714,P279,Sports,1064,14,0,24,2.1,1
8365,P534,Electronics,559,9,0,3,3.8,1
4242,P991,Sports,1337,35,0,13,2.0,1
4422,P508,Sports,3359,26,0,28,5.0,1
7892,P607,Home,1041,18,0,27,1.4,0
6804,P687,Beauty,4094,20,0,29,2.0,0
6841,P352,Electronics,4468,13,1,26,2.8,1
4878,P193,Fashion,4909,32,1,15,3.9,0
7349,P726,Beauty,611,26,0,5,3.4,0
9263,P597,Home,4612,7,1,22,2.8,1
8550,P478,Electronics,4179,1,1,19,1.3,0
1231,P615,Home,2505,35,0,0,1.7,0
9386,P980,Electronics,4852,37,0,13,1.2,1
4363,P518,Fashion,1243,41,0,9,2.6,0
7571,P873,Electronics,4689,2,0,23,1.2,0
2003,P858,Electronics,2655,30,1,24,2.4,1
5878,P977,Electronics,811,45,0,11,2.9,0
4220,P916,Sports,2325,4,1,27,4.4,0
2105,P807,Beauty,4485,33,1,17,3.9,0
8748,P359,Electronics,3774,27,0,24,2.8,1
9930,P904,Electronics,1845,39,0,2,4.5,0
5478,P849,Sports,1928,2,1,3,2.2,1
3108,P479,Sports,3397,29,0,23,2.0,1
1158,P688,Fashion,3862,11,1,11,2.8,1
5525,P334,Home,3584,47,0,20,4.6,0
3377,P339,Fashion,4131,16,0,29,4.5,0
9318,P613,Beauty,980,8,0,28,2.7,1
3717,P391,Sports,4405,20,1,19,1.3,1
2717,P758,Fashion,2852,28,1,19,1.6,1
6556,P846,Sports,3303,10,1,15,4.7,0
8754,P960,Sports,361,23,0,10,5.0,1
9260,P714,Fashion,4689,48,1,18,4.0,0
9087,P555,Sports,603,34,1,0,3.4,1
3864,P822,Home,3444,46,0,19,3.4,0
2762,P350,Beauty,3682,22,0,-1,3.9,0
6204,P654,Sports,3527,21,0,13,2.9,0
3954,P163,Beauty,1430,21,1,18,1.9,1
4865,P520,Beauty,2186,35,0,28,5.0,0
4783,P851,Home,2995,37,0,24,2.6,0
3945,P530,Electronics,722,38,0,6,3.8,0
3185,P579,Home,3883,34,0,15,3.0,0
9516,P347,Beauty,462,2,1,27,4.0,0
7785,P666,Sports,1222,2,1,16,2.6,1
8005,P236,Electronics,2407,40,0,8,3.1,0
8582,P210,Sports,211,27,0,24,1.9,0
5010,P203,Fashion,2540,1,0,20,3.7,1
6249,P558,Home,3562,11,1,25,1.6,1
5805,P393,Electronics,1880,10,1,20,3.4,0
9159,P395,Fashion,1873,8,0,23,4.6,1
8265,P293,Home,1084,1,1,29,4.4,0
6147,P102,Beauty,4346,4,1,5,3.8,1
6865,P494,Electronics,1898,37,1,12,1.3,1
5466,P783,Sports,4118,4,0,10,2.4,1
9320,P174,Beauty,4922,5,1,11,4.1,1
9367,P171,Beauty,1719,24,0,16,1.7,0
6782,P211,Electronics,3091,43,0,24,2.2,1
9565,P806,Home,3656,21,1,16,4.0,1
4241,P192,Fashion,1528,41,0,21,2.3,1
1654,P900,Electronics,739,36,0,21,4.2,1
5677,P617,Fashion,4550,47,1,20,1.7,0
3495,P377,Sports,2348,13,0,0,4.6,1
4149,P774,Fashion,395,49,1,-1,1.1,1
9062,P105,Home,1235,9,1,5,2.9,1
5281,P398,Electronics,1247,23,0,24,3.9,0
1757,P914,Beauty,3709,34,1,-1,4.1,1
6668,P693,Electronics,3716,4,1,21,2.1,0
8433,P299,Beauty,1166,28,0,24,2.5,0
8990,P500,Beauty,4764,34,0,-1,2.0,1
2968,P856,Sports,3437,47,0,5,3.9,0
6293,P698,Home,4012,0,1,29,3.6,1
1589,P442,Fashion,2090,6,1,11,2.9,1
6895,P131,Home,2794,32,0,18,1.4,1
9740,P273,Sports,3552,34,0,4,1.7,1
6968,P364,Home,1643,19,1,19,3.3,1
4095,P571,Electronics,791,9,1,19,3.1,1
4766,P422,Sports,4363,7,1,23,2.8,0
6898,P762,Electronics,4209,4,1,25,1.9,0
2727,P317,Sports,766,21,1,5,2.3,0
3357,P745,Home,792,4,1,4,1.2,1
2558,P648,Fashion,1219,23,1,29,1.0,0
8374,P441,Sports,3263,5,0,27,3.9,1
4033,P504,Electronics,2591,44,0,7,2.2,1
6744,P345,Fashion,3750,23,1,20,4.0,1
5687,P563,Electronics,4114,21,1,15,4.7,1
9543,P616,Beauty,4327,41,0,23,3.2,0
7616,P275,Beauty,393,36,1,23,4.2,1
8567,P877,Beauty,3433,47,1,7,2.6,1
4771,P760,Fashion,4107,41,1,0,2.5,1
3696,P568,Sports,1780,44,1,24,1.1,1
4874,P945,Fashion,333,44,0,29,4.1,1
2376,P975,Sports,140,43,1,16,3.1,1
6718,P162,Sports,4881,9,1,1,3.9,1
8529,P474,Sports,3383,1,0,4,2.7,1
3585,P392,Fashion,4533,26,0,0,2.1,0
1129,P633,Fashion,361,39,0,23,3.3,0
9613,P143,Fashion,1676,29,0,-1,4.9,0
7323,P141,Fashion,3163,13,0,8,2.8,1
4110,P179,Beauty,4592,13,0,8,4.0,0
8994,P416,Electronics,503,40,1,20,2.9,1
6913,P223,Fashion,3827,4,1,4,2.0,1
9036,P127,Electronics,2344,29,0,22,2.2,1
3698,P740,Home,3918,28,1,17,4.0,1
